species_name,Output_name,中文名,生活型,株,茎,枝,叶,花,果,种子,国内产地,国外分布,特有性,生境,海拔,物候期
Sedum subtile,Sedum subtile Miq.,细小景天,多年生草本；,NA,茎绿色，分枝多；,NA,NA,花序聚伞状，有2-3分枝，花疏生，每枝上有3至数花，苞片线形；萼片5，狭披针形至宽线形，长3-7毫米，不等长，先端钝，基部有短距；花瓣5，黄色，宽披针形，长约5毫米，先端尖，雄蕊10，对萼的长4毫米，对瓣的着生在基部稍上处；鳞片5，宽楔形，长0.4毫米，宽0.5毫米，先端截形；心皮5，直立，披针形，基部2毫米合生，全长5毫米，花柱细，长2毫米在内；,蓇葖成熟时星芒状展开；,NA,江西、江苏；,日本；,NA,低山山地阴湿石上；,NA,花茎高5-10厘米，下部有不育枝着生，叶对生或3-5叶轮生，倒卵形，长5-15毫米，宽3-5毫米；花茎上部的叶互生，倒披针状线形，长5-20毫米，宽1-2毫米，先端钝；
Sedum susanneae,Sedum susanneae,方腺景天,NA,NA,NA,NA,NA,NA,NA,NA,云南西北部；,NA,NA,岩石上；,4000m；,花茎直立，分枝帚状，枝上密生叶；
Sedum susanneae var. susanneae,,Sedum susanneae var. susanneae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum susanneae var. macrosepalum,Sedum susanneae var. macrosepalum K.T.Fu,大萼方腺景天,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum tetractinum,Sedum tetractinum Fr?d.,四芒景天,NA,NA,NA,NA,叶互生或3叶轮生，下部叶常脱落，卵圆形或圆形，长1.5-3.2厘米，先端圆，有微乳头状凸起，基部突窄楔形，有长假柄；,花茎直立或平卧，分枝或不分枝，高达15厘米；,蓇葖果有种子多数；,种子卵圆形，长1-1.2毫米，有微乳头状凸起；,广东、贵州、江西、安徽、浙江；,NA,NA,溪边石上近水处；,700-1000m；,花期8-9月；
Sedum tianmushanense,Sedum tianmushanense Y. C. Ho & F. Chai,天目山景天,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum tosaense,Sedum tosaense Makino,土佐景天,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum triactina,Sedum triactina Berger,三芒景天,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum triactina subsp. triactina,,Sedum triactina subsp. triactina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum triactina subsp. leptum,Sedum triactina subsp. leptum Fr?d.,小三芒景天,植株较细弱，基部发出多数茎；,高9-14厘米；,NA,NA,叶小，长不及1厘米，近先端有微乳头状突起；,鳞片线状匙形，长1毫米，先端有微缺；心皮3，或在顶端花中为4，基部1-2毫米合生；,蓇葖有种子2-3；,NA,四川康定；,NA,NA,高山杜鹃花丛下多藓石上；,3700m；,NA
Sedum trichospermum,Sedum trichospermum K. T. Fu,毛籽景天,一年生草本，无毛；,NA,NA,NA,叶线状或线状披针形，长2.5-7.1毫米，有距，先端近尖；,花茎直立或升，高2.5-5厘米，分枝或不分枝；,NA,种子有硬毛状突起，基部具胃状附属物，有长珠柄；,四川西部；,NA,NA,路旁草地；,4600m；,花期8-9月，果期9-10月；
Sedum trullipetalum,Sedum trullipetalum Hook. f. et Thoms.,镘瓣景天,多年生草本；,无毛；,不育茎丛生，长1-4厘米枝，高达8厘米；,NA,叶半长圆形或窄角形，长0.3厘米:花茎不分枝或基部分厘米，有3裂宽距；,花序伞房状，紧密；几无花梗；萼片半长圆形或长卵形，长4-6.5亳米，无距；花瓣黄色，镘状，长0.6-1厘米，离生，下部窄爪状，上部宽卵形或卵状披针形，先端有小突尖头；内轮雄蕊生于爪上端，较瓣片短，外轮长4.5-5.5毫米；鳞片长方形，微缺；心皮直立，线形，长5-9毫米，基部合生2.5毫米，花柱长，胚珠多数；,NA,NA,NA,NA,NA,NA,NA,花期8-10月，果期10-11月；
Sedum trullipetalum var. trullipetalum,,Sedum trullipetalum var. trullipetalum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum trullipetalum var. ciliatum,Sedum trullipetalum var. ciliatum Fr?d.,缘毛景天,NA,NA,NA,NA,叶近无距，连同萼片的边缘有长缘毛；花药先端尖；心皮有多数乳头状突起；,NA,NA,NA,四川西部（康定、道孚）；,NA,NA,冰谷花岗岩岩石上；,4300m；,花果期8-9月；
Sedum tsiangii,Sedum tsiangii Fr?d.,安龙景天,一年生草本；,无毛；,NA,NA,叶互生或基部兼轮生，倒披针形，长1-1.5厘米，有钝短距，先端近钝，疏生乳头状凸起；,花茎高达15厘米，下部或中部以上分枝；花序疏伞房状，少花；苞片近倒卵形；花有短梗；萼片披针形或线形，不等长，无距，先端近钝，有乳头状凸起；花瓣黄色，长圆形，长4.5.5毫米，微合生或离生，先端有尖头；内轮雄蕊生于距花瓣基部0.5-1.2毫米处，长1.8-2.2毫米：鳞片方形，先端平截；心皮直立，近卵形，长3.5-4.5毫米，合生0.8-1.2毫米，花柱长不及0.5毫米，胚珠多数，胎座线形；,NA,NA,NA,NA,NA,NA,NA,花茎高达15厘米，下部或中部以上分枝；
Sedum tsiangii var. tsiangii,,Sedum tsiangii var. tsiangii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum tsiangii var. torquatum,Sedum tsiangii var. torquatum (Fr?d.) K.T.Fu,珠节景天,NA,NA,NA,NA,叶全为3-4数轮生；苞片3片，不等大；花瓣宽卵形；鳞片线状匙形等；,NA,NA,NA,云南（富宁）；,NA,NA,山坡岩石上；,2550m；,NA
Sedum tsinghaicum,Sedum tsinghaicum K. T. Fu,青海景天,一年生草本，暗紫红色；,NA,茎基部分枝，长5-6厘米；,NA,叶卵形，长3-6毫米，有距，先端钝；,花序有多花；花为不等的五基数；萼片狭卵形，长2.5-3毫米，无距，先端钝；花瓣黄色，长圆形，长约3.2毫米，先端有突尖头，基部略合生；雄蕊10， 2轮，内轮的生于距花瓣基部0.8毫米处，与外轮的均较花瓣短；鳞片宽匙形，上部扩张，长0.2毫米，宽0.3毫米；心皮近直立，狭长圆形，长约3.5毫米，宽约1.2毫米，基部略合生，有胚珠6-7；,NA,种子狭卵形，长约0.8毫米，有乳头状突起；,青海东南部；,NA,NA,山坡石崖上或河滩上；,3800-4100m；,花期7-9月，果期9月；
Sedum tsonanum,Sedum tsonanum K. T. Fu,错那景天,多年生草本，无毛；,NA,不育茎长1-3厘米；花茎上升，长8-10厘米，下部节上生不定根；,NA,叶3数轮生，近线状匙形，长5-20毫米，宽1-4毫米，先端钝形，全缘，基部有钝距，上面绿色，有时具红棕色斑点；,花序伞房状，疏松，着生多数花；苞片叶形；花为不等的五基数；花梗短；萼片线状披针形，略不等长，长3.5-5毫米，先端钝或圆，基部无距，上面具红棕色斑点；花瓣黄色，线状披针形，长9-11毫米，宽约2毫米，先端钝尖，合生2-3毫米；雄蕊10，2轮，内轮的生于距花瓣基部4毫米处，外轮的生于花瓣间裂隙处；鳞片近长方形，长0.3-0.4毫米，上部略宽；心皮长圆形，长约7毫米，花柱长约2毫米，基部合生1.2-1.3毫米，含8-10粒胚珠；,NA,种子狭卵形，长约0.8毫米，有细乳头状突起；,西藏；,NA,NA,河谷岩石上或山坡岩石上；,2900-3500m；,花果期9-10月；
Sedum ulricae,Sedum ulricae Fr?d.,甘南景天,一年生草本；,无毛；,NA,NA,叶宽线形或近长圆形，长5-7.5毫米，有短距，先端略尖；,花茎高达6厘米；花序伞房状，少花；花梗长2-2.4毫米；萼片线形或倒披针形，长4.5-5毫米，有钝形短距，先端近尖；花瓣披针形，长约4毫米，先端微钝，基部离生；雄蕊5或10，较花瓣短，如为10则外轮的长2.1-2.6毫米；鳞片窄线形，长1.1-1.2毫米，先端微缺；心皮近开展，长2.7-3.2毫米，基部合生1.2-1.3毫米，胚珠5-6；,NA,种子窄卵状长圆形，长约1毫米，有浅槽和小乳头状凸起；,甘肃南部（舟曲、迭部）、青海南部（囊谦、杂多）及西藏东部（错那、波密）；,NA,NA,冷杉林下；,3000-4500m；,花茎高达6厘米；
Sedum uniflorum,Sedum uniflorum Hooker et Arnott,疏花佛甲草,多年生草本；茎丛生，平卧的，基部生须根，分枝多；,高5-7厘米；,NA,NA,叶无柄，互生，密生，近圆柱状长圆形，长3-5毫米，约宽2毫米，先端圆，全缘，无毛；,花5-6朵，排成顶生穗状花序，无花梗；萼片5，长圆状线形，长3毫米，宽1毫米，先端圆或钝，基部稍狭；花瓣5，卵状匙形，长3.5毫米，宽1.5毫米，先端急尖，基部稍狭；雄蕊10，对瓣的较花瓣稍短，花药椭圆形，长0.5毫米，先端钝，心皮5，基部合生，长卵形，长2.4毫米，先端渐尖，老时横展；,蓇葖5；种子黄色，长0.5毫米；,NA,台湾台北；,日本；,NA,NA,NA,花期10月；
Sedum uniflorum var. uniflorum,,Sedum uniflorum var. uniflorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum uniflorum var. japonicum,,Sedum uniflorum var. japonicum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum wangii,Sedum wangii S. H. Fu,德钦景天,一年生小草本，全体无毛，无不育茎；,NA,NA,NA,叶线形或披针状卵圆形，长2-5毫米，宽0.7-1.5毫米，先端钝或微尖，基部有距；,花茎直立，高1.5-3厘米，基部分枝；,NA,种子长圆状卵圆形，长约0.4毫米，有高乳头状突起；,云南西北部；,NA,NA,山坡上；,3000m；,花期8-9月，果期9-10月；
Sedum wenchuanense,Sedum wenchuanense S. H. Fu,汶川景天,多年生草本，无毛；,NA,根状茎短，下部着生须根，上部发出多数枝条；茎高7厘米，直立，下部无叶，上部着生叶；有不育枝及花茎；,NA,叶互生，覆瓦状排列，卵形，长3-4毫米，宽1.5-2毫米，先端急尖，钝，基部圆形，无柄，有距，全缘，厚肉质；,聚伞状花序，宽1.5厘米，苞片线形；花无梗；萼片5，卵形至披针形，长2.5-3毫米，宽1-1.2毫米，急尖，钝，有距；花瓣5，披针形，长3-3.5毫米，宽1毫米，先端有短尖；雄蕊10，较花瓣短，花丝长2毫米，对瓣的着生基部上1毫米处，花药黄色；鳞片四方形，长0.4毫米，宽0.6毫米，先端钝，心皮5，卵状披针形，与雄蕊稍等长，略叉开，花柱长0.8毫米，细；,蓇葖直径4毫米，水平星芒状排列，基部0.5毫米合生，腹面浅囊状隆起；种子10-12粒；,NA,四川汶川；,NA,NA,NA,1350m；,花期6月；
Sedum wilsonii,Sedum wilsonii Fr?d.,兴山景天,NA,NA,NA,NA,叶卵形或圆形，长1.5-3厘米，宽达1.5厘米，先端圆，顶端有微乳头状突起，基部宽楔形，入于长6毫米的假叶柄；,花茎近基部分枝，直立或斜上，高达20厘米；,蓇葖有2-3种子；种子近卵状长圆形，长1-1.3毫米，两端有翅，平滑；,NA,湖北兴山；,NA,NA,NA,NA,NA
Sedum woronowii,Sedum woronowii Hamet,长萼景天,一年生草本；,NA,NA,NA,叶互生，未见；,伞房状花序，疏松，花序长6厘米，宽9厘米；苞片未见；花梗长0.8-1.1毫米；花多数；萼片5，不等长，线状倒卵形，长4-8.8毫米，宽2-2.3毫米，先端钝，基部合生，不具距；花瓣5，较萼短，线状三角形，长4-4.4毫米，宽1.4-1.6毫米，先端急尖，全缘；雄蕊10，对萼的长3-3.3毫米，对瓣的在花瓣中部以下着生，贴生部分长1毫米，分离部分长2-2.3毫米，花药长0.4毫米；鳞片5，线形，长0.8-1.1毫米，宽0.2毫米，先端钝，心皮5，略叉开的，1.2-1.5毫米合生，分离部分长2.8-3.2毫米,蓇葖种子多数，叉开的，腹面浅囊状；种子倒卵形，长0.6毫米，有微乳头状突起；,NA,云南大理大坪子；,NA,NA,NA,NA,果期11月；
Sedum yvesii,Sedum yvesii Hamet,短蕊景天,草本；,NA,NA,不育枝长4-8厘米，根须状；,4叶轮生，宽线形至倒披针状线形，长5-10毫米，宽1-2毫米，先端钝，基部有距，无柄，全缘；,伞房状花序，长8-15毫米，宽1.5-2.5厘米，花少数；苞片与叶相似；花梗长1-1.5毫米；萼片5，宽线形至倒披针形，不等长，长3-6毫米，宽1-1.4毫米，先端钝；花瓣5，黄色，长圆状卵形，长5毫米，宽2毫米；雄蕊10，对萼的长3毫米，对瓣的着生基部稍上处，长2毫米；鳞片10，长方状楔形，长0.4毫米，先端稍平或稍有缺；心皮5，长圆形，长3毫米，基部0.5-1毫米合生，花柱长1毫米；,蓇葖稍叉开，腹面浅囊状隆起，种子多数，种子披针状长圆形，长1毫米，褐色，被微乳头状突起；,NA,贵州、四川、湖北；,NA,NA,沟边阴湿石上；,1000-1250m；,花茎直立，长7-13厘米，基部分枝，无毛；
Sinocrassula ambigua,Sinocrassula ambigua (Praeg.) Berger,长萼石莲,多年生草本；,无毛；,NA,NA,叶互生或对生，圆形、圆倒卵形或圆菱形，长宽均0.9-1.2厘米；,花茎顶生，直立，不分枝，高7-10厘米，疏生叶；基部叶对生，上部的对生或互生，倒披针形或长圆形，长7-9毫米，先端钝；,NA,种子长圆状卵圆形，长0.8毫米；,云南西北部至四川西南部；,NA,NA,处山坡石上；,2000-3000m；,花期5-7月；
Sinocrassula densirosulata,Sinocrassula densirosulata (Praeg.) Berger,密叶石莲,NA,NA,NA,NA,莲座叶丛有叶约30片，高达2.5厘米，径4-4.5厘米；,花茎高5-7.5厘米，近基部分枝，花序圆形，长1.5-3厘米；花密生，花梗短；萼片5，窄：角形，长2.5毫米;花瓣5，上部带紫色斑点，三角状披针形，长达4亳米；雄蕊5，长3毫米；鳞片5，匙状正方形，小；心皮5，直立，几分离，卵状披针形，长3毫米，花柱细，长1.2毫米；,NA,NA,云南东川至四川会理及康定；,NA,NA,河边湿地墙壁上；,NA,NA
Sinocrassula diversifolia,Sinocrassula diversifolia H. Chuang,异形叶石莲,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sinocrassula indica,Sinocrassula indica (Decne.) Berger,石莲,二年生草本；,无毛；,NA,NA,基生叶莲座状，匙状长圆形，长3.5-6厘米；茎生叶互生，宽倒披针状线形或近倒卵形，上部的渐小，长2.5-3厘米，先端渐尖；,花茎高达60厘米，直立，无毛，常被微乳头状突起；花序圆锥状或近伞房状，花序梗长5-6厘米；苞片叶状；萼片5，宽三角形，长2毫米，先端稍尖；花瓣5，红色，披针形或卵形，长4-5毫米，先端常反折；雄蕊5，长3-4毫米；鳞片5，正方形，长0.5毫米，先端微缺；心皮5，基部0.5-1毫米合生，卵圆形，长2.5-3毫米，先端骤窄，花柱长不及1毫米；,蓇葖果的喙反曲；,种子平滑；,NA,NA,NA,NA,NA,花茎高达60厘米，直立，无毛，常被微乳头状突起；
Sinocrassula indica var. indica,,Sinocrassula indica var. indica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sinocrassula indica var. forrestii,Sinocrassula indica var. forrestii (Raymond-Hamet) S.H.Fu,圆叶石莲,植株高30-60厘米，下部叶及中部叶对生，上部的互生，全部叶为卵状近圆形，先端宽急尖；,NA,NA,NA,NA,NA,NA,NA,云南西北部碧江西岸的高黎贡山至澜沧江的小维西至茨中一带（模式地）；,NA,NA,石上；,1000-3000m；,花黄色；花期11月；
Sinocrassula indica var. luteorubra,Sinocrassula indica var. luteorubra (Praeg.) S.H.Fu,黄花石莲,植株高10-18厘米；,NA,NA,NA,叶互生，近生，线状倒披针形，长 3.5-4.5厘米，宽5-7.5厘米，先端渐尖，基部渐狭，不具距，全缘，叶厚肉质；,花序伞房状，长4.5厘米，宽6厘米；苞片线状倒披针形，长2.5厘米，宽3毫米，不具距；萼片5，线状披针形，肉质，长4毫米，宽1毫米，渐尖，花瓣5，白色，披针形，肉质，长4-5毫米，宽1.2毫米，先端渐尖，基部稍狭，分离；雄蕊5，长3.8毫米；鳞片5，近正方形，长0.5毫米，长稍过宽；心皮5，近直立，披针形，长4毫米，花柱细长；,NA,NA,云南贡山；,NA,NA,干石砾坡上；,3700m；,花较原变种较大；萼片红色，三角状披针形，长4毫米，宽1.5毫米，先端渐尖；花瓣淡黄色，先端红色，披针形，长5-5.5毫米，宽1.5毫米，先端渐尖；雄蕊5，长4.5毫米，花药黄色；鳞片四方形，长0.75毫米，宽0.6毫米，先端有微缺；心皮线形，连花柱在内长3-4.5毫米；花期8月；
Sinocrassula indica var. obtusifolia,Sinocrassula indica var. obtusifolia (Fr?d.) S.H.Fu,钝叶石莲,植株高8-9厘米，全株无毛；,NA,NA,NA,莲座直径4.5-5.2厘米；叶密生，匙状长圆形，长8-12毫米，宽3-3.5毫米，先端钝；,伞房花序小，花少数，长1.4-2厘米，宽1.4-2厘米；萼片长3.5-4毫米；花瓣浅红色，卵形，长5毫米，直立；雄蕊5，鳞片长0.6毫米，宽0.7毫米；心皮卵形，长5.2毫米，基部1.5毫米合生，花柱长1.9-2.5毫米，先端弯曲；,NA,NA,云南丽江县以东金沙江岸；,NA,NA,NA,2300m；,花茎高4-8.5厘米；叶互生，线状匙形，先端稍钝；
